time;time_msc;last;volume;buy;sell;open_m1;low_m1
2022.09.29 17:54:00;1664474040002;3633.75;1;0;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040026;3633.5;4;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040026;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040026;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040026;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040027;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040029;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040029;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040029;3633.5;6;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040029;3633.5;2;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040029;3633.5;2;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040029;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040032;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040038;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040042;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040096;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040283;3633.25;2;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040283;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040283;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040283;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040284;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040331;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040532;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040532;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040532;3633.25;2;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040532;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040532;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040533;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040533;3633.25;1;0;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040533;3633.25;1;1;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040533;3633.25;1;0;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040535;3633.25;3;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040535;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040535;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040535;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040535;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040535;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040535;3633.25;2;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040535;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040536;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040536;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040536;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040581;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040581;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040581;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040581;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040581;3633.25;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040581;3633.25;1;0;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040627;3633.25;4;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040627;3633.25;3;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040719;3633.25;2;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040719;3633.25;2;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040719;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040719;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040719;3633.25;2;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040727;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040727;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040740;3633.5;2;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040740;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040740;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040740;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040740;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:00;1664474040836;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:00;1664474040902;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041080;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041080;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041080;3633.5;3;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041080;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041080;3633.5;4;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041080;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041080;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041080;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041080;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041080;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041081;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041081;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041082;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;4;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;2;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;2;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041233;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041234;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041305;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041319;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041412;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041412;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041413;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041413;3633.5;2;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041413;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041413;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041413;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041413;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041414;3633.5;2;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041414;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041420;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041475;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041544;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041544;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041544;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041544;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041544;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041544;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041547;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041547;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041592;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041671;3633.5;2;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041671;3633.5;5;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041671;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041671;3633.5;2;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.25;2;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.25;2;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.25;2;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.25;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.25;4;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041672;3633.5;1;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041673;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041673;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041676;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041676;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041676;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041677;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041677;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041678;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041679;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041769;3633.5;1;0;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041829;3633.5;2;0;1;3632.25;3630.25
2022.09.29 17:54:01;1664474041829;3633.5;1;1;0;3632.25;3630.25
2022.09.29 17:54:01;1664474041829;3633.5;1;1;0;3632.25;3630.25
