time;time_msc;last;volume;buy;sell;m1_lower;m2_lower;m3_lower;is_lower;rsi2;rsi1;rsi0;rsi2_long;rsi1_long;rsi0_long;std2;std1;std0;std2_long;std1_long;std0_long
2022.10.14 18:15:00;1665771300004;3608.5;1;0;0;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300061;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300061;3608.25;2;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300128;3608.25;3;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300129;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300129;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300129;3608.25;2;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300129;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300129;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300129;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300129;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300129;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300129;3608.25;1;0;0;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300131;3608.25;1;1;0;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300131;3608.25;1;0;0;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300143;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300144;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300144;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300187;3608.5;1;1;0;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300211;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300211;3608.25;2;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300212;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300212;3608.25;1;0;0;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300216;3608.25;1;0;0;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300221;3608.25;3;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300221;3608.25;2;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300221;3608.25;2;0;0;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300432;3608.5;1;1;0;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300433;3608.25;3;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300433;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
2022.10.14 18:15:00;1665771300433;3608.25;1;0;1;0;0;0;0;19.58316559663784;7.652160101145753;6.297925265541778;19.58316559663784;7.652160101145753;6.297925265541778;0.408248290463863;2.2760833806246104;2.2760833806246104;0.408248290463863;2.2760833806246104;2.2760833806246104
