buy_ratio;sell_ratio;volume_mean;buy_mean;sell_mean;volatility;is_lower
0.4139519974355892;0.5106382978723404;1.4724762522862707;1.5000726005517642;1.4820327945109897;0.0030970685349760085;0.0
0.36299515082813777;0.5701870394861137;1.6410706903679206;1.5469672571121846;1.7611359657654153;0.0018494535600202763;1.0
0.3740181893344357;0.5602521703183133;1.648381601362862;1.5793148592624917;1.7430868167202573;0.0023793429257378835;1.0
0.4891693096700182;0.43086578041703216;1.5457390215917388;1.6055370985603543;1.5184304399524375;0.0010584717451624663;1.0
0.45957161981258365;0.4589022757697456;1.5069598547508574;1.5322472662352153;1.501533070521244;0.0017867555170326904;1.0
0.4121768140116764;0.49232693911592995;1.4506957047791893;1.475223880597015;1.4373021670318968;0.001787535696344101;0.0
0.39612109067487294;0.514563801617405;1.4608468374281234;1.474034620505992;1.4572355087150386;0.0011921401095397908;0.0
0.41777216256053906;0.5015792798483891;1.5216276834347966;1.5733544805709754;1.5254562920268973;0.0014573876539619355;0.0
0.46518885182395353;0.46185300764015924;1.6939482318629238;1.8325561678677407;1.6171816126601357;0.0007293470250815197;0.0
0.4342231611292491;0.5004801229114654;1.566957568462233;1.567417677642981;1.5875723423697838;0.0013272821171591684;0.0
0.41047496515492654;0.5201029269861692;1.6825110489762785;1.7856809701492538;1.6341586659929257;0.0019261403131601033;1.0
0.41611277155730025;0.5200071374403354;1.7171198774415932;1.804255319148936;1.6726933562921509;0.001661162592207439;0.0
0.40341853287963914;0.5075176070269842;1.5912610967701315;1.6519766688269604;1.5765732546705997;0.0024886737473636626;0.0
0.3939113889643925;0.5008426202772492;1.4418404138579715;1.4585346215780999;1.4626131131925701;0.0023653635375925157;1.0
0.40109307447589526;0.5072599722652745;1.542594689820058;1.5631855030996662;1.5569604406609916;0.002491582463608047;0.0
0.4020831462691928;0.5213253120229865;1.4248976458546572;1.4595827900912646;1.4136839542244948;0.002057167889131661;1.0
0.4379550490661602;0.5039569484013928;1.553351909523029;1.6109062681932855;1.5364323628759853;0.002497578411261348;1.0
0.4509744214372716;0.4878197320341047;1.553138301466117;1.612035453273208;1.5386937431394072;0.0028737841243820414;1.0
0.45295488405852463;0.48053634870305995;1.5542690891818074;1.6291563616378126;1.5249121105588557;0.003000050210138522;1.0
0.46975768872320595;0.4523299161230196;1.5534964528738961;1.6096120070253872;1.543979640528074;0.0016262221093291207;1.0
0.4262140711178871;0.4952692704363033;1.5309260657650854;1.5886678923616915;1.5192572214580469;0.002942010855260284;1.0
0.40625189130303213;0.5300187617260788;1.6195050232786081;1.5891335227272727;1.68900675024108;0.003760842776513216;1.0
0.4508689941659794;0.46876813586242705;1.4385710519377801;1.4491458865108973;1.4588403041825095;0.0036993241668372436;1.0
0.4248495902866632;0.48400620695287616;1.3985532076908433;1.4139711878227779;1.4166533864541833;0.004580976474302728;1.0
0.39794705921182916;0.45659779523400884;1.2293272742027104;1.2342102569352031;1.2429469901168015;0.0038329977841949935;1.0
0.4116886475303853;0.4473752262735971;1.2014113887532734;1.2251539138082674;1.208100558659218;0.003272161099900496;1.0
0.3947523833628617;0.4604319581540538;1.2357816816973362;1.2586415601882985;1.243874643874644;0.0027704831049690515;1.0
0.405036366131467;0.4816453959105256;1.3321146199899456;1.340220229310932;1.356949545718152;0.003151438303998077;0.0
0.37737635087165733;0.5075333280744656;1.3205208333333334;1.302123026673925;1.3508293092588706;0.002013744369062392;1.0
0.40781995908160945;0.515799045237554;1.4725507699174292;1.5250779257580052;1.4740147249891729;0.0016375039537886169;0.0
0.3601944608131998;0.539628756629346;1.3850234645990613;1.382136800452233;1.421420256111758;0.0013859090497539575;0.0
0.35411787665886024;0.5771857923497268;1.5041831792162044;1.4897372742200328;1.5221307256819352;0.0022685011199884927;0.0
0.38038932948810383;0.5302090843547225;1.5043383947939262;1.5057077625570776;1.5410729253981559;0.0015132811760131474;0.0
0.3786707882534776;0.5137771145339232;1.415648106232081;1.4649484536082473;1.399738638013649;0.002268911846295345;1.0
0.3970538625885528;0.5072528955358147;1.4710114961541643;1.5239533880017264;1.4582188459673509;0.0018286128071558333;1.0
0.37461630019419906;0.5109941740274384;1.3598262202913365;1.368421052631579;1.3860662701784197;0.0023353264533602226;0.0
0.35884234339652077;0.512442468211249;1.477353924167339;1.4388489208633093;1.4851910468008138;0.0015794403947117838;0.0
