time;time_msc;last;volume;buy;sell;open_m1;low_m1
2022.10.20 17:48:00;1666288080002;3683.5;2;0;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080002;3683.5;1;1;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080042;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080049;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080049;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080128;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080187;3683.5;2;1;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080187;3683.5;1;1;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080188;3683.5;1;0;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080190;3683.5;2;1;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080190;3683.5;1;1;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080190;3683.5;1;0;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080196;3683.5;1;0;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080455;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080615;3683.5;2;1;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080692;3683.5;2;1;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080692;3683.5;1;1;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080694;3683.25;2;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080694;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080694;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080694;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080694;3683.25;2;1;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080694;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080734;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080759;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:00;1666288080994;3683.25;2;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080994;3683.25;3;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080994;3683.25;2;0;1;3675.25;3674.0
2022.10.20 17:48:00;1666288080995;3683.25;2;0;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081076;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081111;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081111;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081165;3683.25;4;1;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081462;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081462;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081463;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081466;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081466;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081561;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081561;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081561;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081561;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081562;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081579;3683.25;2;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081579;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081579;3683.25;2;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081579;3683.25;2;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081579;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081580;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081642;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081800;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:01;1666288081830;3683.25;4;1;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081830;3683.25;9;1;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081830;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081830;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:01;1666288081830;3683.25;3;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082247;3683.0;2;0;1;3675.25;3674.0
2022.10.20 17:48:02;1666288082247;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:02;1666288082247;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:02;1666288082418;3683.25;2;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082418;3683.25;4;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082418;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082418;3683.25;2;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082418;3683.25;2;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082418;3683.25;2;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082418;3683.25;2;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082418;3683.25;3;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082456;3683.0;5;0;1;3675.25;3674.0
2022.10.20 17:48:02;1666288082456;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:02;1666288082456;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:02;1666288082457;3683.0;1;0;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082540;3683.0;2;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082549;3683.0;2;0;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082550;3683.0;1;1;1;3675.25;3674.0
2022.10.20 17:48:02;1666288082550;3683.0;1;0;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082868;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082869;3683.25;3;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082869;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082869;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082869;3683.25;4;1;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082869;3683.25;4;0;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082871;3683.25;4;0;0;3675.25;3674.0
2022.10.20 17:48:02;1666288082902;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083042;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083224;3683.0;1;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083224;3683.0;4;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083232;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083232;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083232;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083240;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083240;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083256;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083256;3683.25;2;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083256;3683.25;4;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083256;3683.25;2;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083256;3683.25;2;1;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083256;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083256;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083260;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083301;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083506;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083765;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083765;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083765;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083766;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083919;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083919;3683.25;4;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083919;3683.25;2;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083919;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083919;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:03;1666288083919;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083928;3683.25;1;1;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083929;3683.25;1;0;0;3675.25;3674.0
2022.10.20 17:48:03;1666288083973;3683.25;2;0;1;3675.25;3674.0
2022.10.20 17:48:04;1666288084017;3683.25;1;0;1;3675.25;3674.0
2022.10.20 17:48:04;1666288084043;3683.5;1;1;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084043;3683.5;1;1;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084043;3683.5;1;1;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084043;3683.5;2;1;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084044;3683.5;1;1;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084044;3683.5;1;1;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084044;3683.5;1;1;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084044;3683.5;1;0;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084044;3683.5;1;0;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084044;3683.5;3;0;1;3675.25;3674.0
2022.10.20 17:48:04;1666288084045;3683.5;3;0;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084047;3683.5;3;0;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084057;3683.5;3;0;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084057;3683.5;3;0;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084105;3683.5;3;0;0;3675.25;3674.0
2022.10.20 17:48:04;1666288084105;3683.5;3;0;0;3675.25;3674.0
